ID,date_extracted,name,surname,countryID,age,teamID,wage,height,weight,BMI,youthTeamID,value,cards,goals,assists,matches,ntCards,ntGoals,ntAssists,ntMatches,injuryDays,national,transferList,skillForm,skillExperience,skillStamina,skillTeamwork,skillDiscipline,skillPace,skillTechnique,skillPassing,skillKeeper,skillDefending,skillPlaymaking,skillScoring,trainingPosition,isInTrainingSlot
36658134,2021-08-06 08:33:45,Ferdinando,Ionata,10,27,79085,11100.0,174.0,75.0,24.78,0,671000.0,1,8,7,28,0,0,0,0,1,0,0,1,8,9,1,5,10,8,5,3,4,9,11,,
37186745,2021-08-06 08:33:45,Günther,Ketels,28,25,79085,19700.0,175.0,74.4,24.29,63628,1488000.0,2,0,15,50,0,0,0,0,0,0,0,6,10,6,2,6,13,11,8,3,8,12,6,,
37008614,2021-08-06 08:33:45,Sică,Mergiu,9,25,79085,12200.0,180.0,72.2,22.3,71211,682000.0,2,5,4,34,0,0,0,0,0,0,0,0,7,5,4,5,11,7,4,1,3,8,12,,
37968044,2021-08-06 08:33:45,Nélio,Narenti,21,19,79085,4700.0,171.0,77.1,26.37,79085,340000.0,0,0,0,2,0,0,0,0,0,0,0,8,1,2,5,3,7,5,7,0,8,7,5,,
37634685,2021-08-06 08:33:45,Henrik,Oros,8,20,79085,6100.0,190.0,80.7,22.37,23276,602000.0,0,0,0,6,0,0,0,0,0,0,0,18,3,3,3,3,10,6,6,0,8,6,3,,
37968027,2021-08-06 08:33:45,Renê,Santinho,21,22,79085,4400.0,184.0,78.4,23.15,79085,367000.0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,5,3,5,9,2,1,7,7,2,,
37691056,2021-08-06 08:33:45,Štefan,Sauter,14,21,79085,8300.0,176.0,73.2,23.63,28049,599000.0,0,1,0,8,0,0,0,0,0,0,0,6,4,3,3,3,11,7,2,0,7,8,9,,
37968041,2021-08-06 08:33:45,Serginho,Siakam,21,28,79085,4300.0,177.0,72.8,23.22,79085,235000.0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,2,1,4,7,8,0,8,0,5,,
37690980,2021-08-06 08:33:45,Joel,Sopó,36,21,79085,5600.0,165.0,69.6,25.58,117331,514000.0,1,0,0,30,0,0,0,0,0,0,0,15,5,5,4,4,9,7,7,0,8,2,4,,
37276405,2021-08-06 08:33:45,Artur,Szymkiewicz,1,23,79085,12500.0,179.0,75.3,23.52,37414,807000.0,1,6,13,54,0,0,0,0,0,0,0,3,10,5,3,7,12,9,8,0,5,8,9,,
37533726,2021-08-06 08:33:45,Tazar,Trbojević,39,21,79085,6700.0,164.0,67.4,25.05,73668,422000.0,0,3,0,7,0,0,0,0,0,0,0,4,5,8,5,5,10,3,6,0,7,2,8,,
37463857,2021-08-06 08:33:45,Gligor-Bogdan,Vînătoru,9,24,79085,8200.0,165.0,59.6,21.91,30089,465000.0,0,3,1,11,0,0,0,0,0,0,0,0,2,5,0,1,10,9,7,0,3,9,7,,
36519432,2021-08-13 13:00:07,Krastan,Apostolov,54,30,79085,32200.0,177.0,71.5,22.82,81617,3085000.0,0,0,0,93,0,0,0,0,0,0,0,16,10,9,4,7,15,3,9,10,5,5,3,,
36103236,2021-08-13 13:00:07,Ilario,Bartolozzi,10,30,79085,17500.0,169.0,67.3,23.55,44617,1463000.0,2,6,46,149,0,0,0,0,0,0,0,11,17,11,5,11,13,7,8,0,8,9,8,,
37937282,2021-08-13 13:00:07,Mustapha,Bonnet,16,19,79085,4800.0,183.0,72.3,21.58,43275,317000.0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,5,3,10,3,0,0,7,0,7,,
37527542,2021-08-13 13:00:07,Cezar Adrian,Bujor,9,24,79085,15300.0,186.0,81.3,23.51,71359,845000.0,1,0,0,4,0,0,0,0,0,0,0,0,3,11,2,3,11,10,10,2,7,8,2,,
37464066,2021-08-13 13:00:07,Rody,de Houston,21,23,79085,19400.0,173.0,74.9,25.04,79777,1911000.0,0,0,0,25,0,0,0,0,0,0,0,14,5,6,4,5,12,2,9,10,2,3,3,,
37432229,2021-08-13 13:00:07,Christophe,Derungs,24,23,79085,9400.0,183.0,91.3,27.26,71816,839000.0,0,0,0,15,0,0,0,0,0,0,0,15,3,11,4,4,10,8,9,0,8,2,2,,
37442584,2021-08-13 13:00:07,Fabricio,Fontanello,19,23,79085,16000.0,166.0,61.2,22.22,19087,1363000.0,1,0,0,27,0,0,0,0,0,0,0,8,5,8,6,6,11,7,11,8,7,4,4,,
36952891,2021-08-13 13:00:07,Jan Sebastian,Gałęzewski,1,25,79085,10700.0,178.0,75.5,23.84,94100,563000.0,2,0,1,36,0,0,0,0,0,0,0,0,5,11,6,6,10,5,9,0,8,9,2,,
37968030,2021-08-13 13:00:07,Amado,Grotto,21,21,79085,4100.0,177.0,66.1,21.1,79085,282000.0,0,0,0,2,0,0,0,0,0,0,0,8,0,2,3,2,7,8,1,0,7,0,6,,
37262806,2021-08-13 13:00:07,Kristián,Hakel,14,25,79085,10900.0,191.0,88.6,24.28,28110,661000.0,2,42,16,39,0,0,0,0,9,0,0,1,9,3,0,5,11,5,8,3,7,9,10,,
37606570,2021-08-13 13:00:07,Gustav,Hamp,30,20,79085,6500.0,186.0,87.5,25.3,33212,639000.0,0,0,0,5,0,0,0,0,0,0,0,16,3,4,6,4,10,8,5,1,9,5,1,,
37451705,2021-08-13 13:00:07,Hector,Honceriu,9,21,79085,9100.0,168.0,69.4,24.6,71548,658000.0,1,3,0,27,0,0,0,0,0,0,0,6,5,9,6,5,10,5,3,0,10,5,7,,
36658134,2021-08-13 13:00:07,Ferdinando,Ionata,10,27,79085,11100.0,174.0,75.0,24.78,0,729000.0,1,8,7,28,0,0,0,0,0,0,0,3,8,9,2,5,10,8,5,3,4,9,11,,
37186745,2021-08-13 13:00:07,Günther,Ketels,28,25,79085,19700.0,175.0,74.4,24.29,63628,1566000.0,2,0,15,51,0,0,0,0,0,0,0,8,10,6,4,7,13,11,8,3,8,12,6,,
36889552,2021-08-13 13:00:07,Ksawery,Maszudziński,1,26,79085,15800.0,176.0,72.4,23.37,1255,1059000.0,0,1,4,27,0,0,0,0,0,0,0,5,8,11,1,4,12,8,8,1,5,11,4,,
37008614,2021-08-13 13:00:07,Sică,Mergiu,9,25,79085,12200.0,180.0,72.2,22.3,71211,686000.0,2,5,4,35,0,0,0,0,0,0,0,0,7,5,5,6,11,7,4,1,3,8,12,,
37968044,2021-08-13 13:00:07,Nélio,Narenti,21,19,79085,4700.0,171.0,77.1,26.37,79085,343000.0,0,0,0,2,0,0,0,0,0,0,0,8,1,2,6,4,7,5,7,0,9,7,5,,
37634685,2021-08-13 13:00:07,Henrik,Oros,8,20,79085,6100.0,190.0,80.7,22.37,23276,614000.0,0,0,0,7,0,0,0,0,0,0,0,18,3,3,5,4,10,6,6,0,8,6,3,,
37691056,2021-08-13 13:00:07,Štefan,Sauter,14,21,79085,8300.0,176.0,73.2,23.63,28049,600000.0,0,1,0,9,0,0,0,0,0,0,0,5,4,3,4,4,11,7,2,0,8,8,9,,
37690980,2021-08-13 13:00:07,Joel,Sopó,36,21,79085,5600.0,165.0,69.6,25.58,117331,472000.0,1,0,0,30,0,0,0,0,0,0,0,13,5,5,2,4,9,7,7,0,8,2,4,,
37276405,2021-08-13 13:00:07,Artur,Szymkiewicz,1,23,79085,12500.0,179.0,75.3,23.52,37414,801000.0,1,6,13,54,0,0,0,0,0,0,0,2,10,5,2,6,12,9,8,0,5,8,9,,
37766478,2021-08-13 13:00:07,Dan,Thystrup,29,21,79085,8200.0,175.0,72.8,23.76,91015,747000.0,2,1,5,25,0,0,0,0,0,0,0,13,6,3,0,3,10,5,9,0,8,9,4,,
37533726,2021-08-13 13:00:07,Tazar,Trbojević,39,21,79085,6700.0,164.0,67.4,25.05,73668,447000.0,0,3,0,7,0,0,0,0,0,0,0,5,5,8,6,5,10,3,6,0,8,2,8,,
37463857,2021-08-13 13:00:07,Gligor-Bogdan,Vînătoru,9,24,79085,8200.0,165.0,59.6,21.91,30089,462000.0,0,3,1,11,0,0,0,0,0,0,0,0,2,5,2,2,10,9,7,0,3,9,7,,
36519432,2021-08-20 09:32:07,Krastan,Apostolov,54,30,79085,32200.0,177.0,71.5,22.82,81617,2993000.0,0,0,0,94,0,0,0,0,0,0,0,15,10,9,5,8,15,3,9,10,5,5,3,,
36103236,2021-08-20 09:32:07,Ilario,Bartolozzi,10,30,79085,17500.0,169.0,67.3,23.55,44617,1559000.0,2,6,46,150,0,0,0,0,0,0,0,13,17,11,6,11,13,7,8,0,8,9,8,,
37937282,2021-08-20 09:32:07,Mustapha,Bonnet,16,19,79085,4800.0,183.0,72.3,21.58,43275,293000.0,0,1,0,1,0,0,0,0,0,0,0,4,0,2,6,3,10,3,0,0,7,0,7,,
37527542,2021-08-20 09:32:07,Cezar Adrian,Bujor,9,24,79085,15300.0,186.0,81.3,23.51,71359,875000.0,1,0,0,5,0,0,0,0,0,0,0,1,3,11,4,4,11,10,10,2,7,9,2,,
37464066,2021-08-20 09:32:07,Rody,de Houston,21,23,79085,19400.0,173.0,74.9,25.04,79777,2003000.0,0,0,0,26,0,0,0,0,0,0,0,16,5,6,6,5,12,2,9,10,2,3,3,,
37432229,2021-08-20 09:32:07,Christophe,Derungs,24,23,79085,9400.0,183.0,91.3,27.26,71816,841000.0,0,0,0,16,0,0,0,0,0,0,0,15,4,11,5,4,10,8,9,0,8,2,2,,
37442584,2021-08-20 09:32:07,Fabricio,Fontanello,19,23,79085,16000.0,166.0,61.2,22.22,19087,1424000.0,1,0,0,28,0,0,0,0,0,0,1,9,6,8,7,6,12,7,11,8,8,5,4,,
36952891,2021-08-20 09:32:07,Jan Sebastian,Gałęzewski,1,25,79085,10700.0,178.0,75.5,23.84,94100,619000.0,2,0,1,37,0,0,0,0,0,0,1,2,6,11,7,6,10,5,9,0,8,9,2,,
37262806,2021-08-20 09:32:07,Kristián,Hakel,14,25,79085,10900.0,191.0,88.6,24.28,28110,642000.0,2,42,16,39,0,0,0,0,2,0,0,0,9,3,0,4,11,5,8,3,7,9,10,,
37606570,2021-08-20 09:32:07,Gustav,Hamp,30,20,79085,6500.0,186.0,87.5,25.3,33212,682000.0,0,0,0,6,0,0,0,0,0,0,0,18,3,4,7,5,10,8,5,1,9,5,1,,
37451705,2021-08-20 09:32:07,Hector,Honceriu,9,21,79085,9100.0,168.0,69.4,24.6,71548,645000.0,1,3,0,28,0,0,0,0,0,0,0,5,5,9,7,6,10,5,3,0,11,5,7,,
36658134,2021-08-20 09:32:07,Ferdinando,Ionata,10,27,79085,11100.0,174.0,75.0,24.78,0,743000.0,1,8,7,29,0,0,0,0,0,0,0,3,8,9,4,6,10,8,5,3,4,9,11,,
37186745,2021-08-20 09:32:07,Günther,Ketels,28,25,79085,19700.0,175.0,74.4,24.29,63628,1414000.0,2,0,15,52,0,0,0,0,0,0,0,5,11,6,6,8,13,11,8,3,8,12,6,,
36889552,2021-08-20 09:32:07,Ksawery,Maszudziński,1,26,79085,15800.0,176.0,72.4,23.37,1255,1029000.0,1,1,4,29,0,0,0,0,0,0,0,4,8,11,3,6,12,8,8,1,5,11,4,,
37008614,2021-08-20 09:32:07,Sică,Mergiu,9,25,79085,12200.0,180.0,72.2,22.3,71211,707000.0,2,7,4,36,0,0,0,0,0,0,0,0,7,5,6,7,11,7,4,1,3,8,12,,
37968044,2021-08-20 09:32:07,Nélio,Narenti,21,19,79085,4700.0,171.0,77.1,26.37,79085,354000.0,0,0,0,3,0,0,0,0,0,0,0,8,1,2,7,4,7,5,7,0,9,7,5,,
37634685,2021-08-20 09:32:07,Henrik,Oros,8,20,79085,6100.0,190.0,80.7,22.37,23276,600000.0,0,0,0,8,0,0,0,0,0,0,0,16,4,3,6,5,10,6,6,0,8,6,3,,
37691056,2021-08-20 09:32:07,Štefan,Sauter,14,21,79085,8300.0,176.0,73.2,23.63,28049,722000.0,0,1,0,10,0,0,0,0,0,0,0,10,4,3,6,5,11,7,2,0,8,8,9,,
37690980,2021-08-20 09:32:07,Joel,Sopó,36,21,79085,5600.0,165.0,69.6,25.58,117331,456000.0,1,0,0,31,0,0,0,0,0,0,0,11,5,5,3,4,9,7,7,0,8,2,4,,
37276405,2021-08-20 09:32:07,Artur,Szymkiewicz,1,23,79085,12500.0,179.0,75.3,23.52,37414,953000.0,1,7,13,55,0,0,0,0,0,0,0,7,11,5,4,7,12,9,8,0,5,8,9,,
37766478,2021-08-20 09:32:07,Dan,Thystrup,29,21,79085,8200.0,175.0,72.8,23.76,91015,788000.0,2,1,5,26,0,0,0,0,0,0,0,14,6,3,1,4,10,5,9,0,9,9,4,,
37533726,2021-08-20 09:32:07,Tazar,Trbojević,39,21,79085,6700.0,164.0,67.4,25.05,73668,448000.0,0,3,0,8,0,0,0,0,0,0,0,4,5,8,6,5,10,3,6,0,8,2,8,,
37463857,2021-08-20 09:32:07,Gligor-Bogdan,Vînătoru,9,24,79085,8200.0,165.0,59.6,21.91,30089,511000.0,0,3,1,12,0,0,0,0,0,0,0,2,3,5,3,3,10,9,7,0,3,9,7,,
36519432,2021-08-27 13:40:49,Krastan,Apostolov,54,30,79085,32200.0,177.0,71.5,22.82,81617,3124000.0,0,0,0,95,0,0,0,0,0,0,0,17,10,9,6,8,15,3,9,10,5,5,3,,
36103236,2021-08-27 13:40:49,Ilario,Bartolozzi,10,30,79085,17500.0,169.0,67.3,23.55,44617,1770000.0,2,6,46,151,0,0,0,0,0,0,0,18,17,11,7,12,13,7,8,0,8,9,8,,
